dataset,sequence_name,model_type,past,iterations,AUC,RAUC,VUS,F1,RF,AUCf,RAUCf,VUSf,F1f,RFf,run_name,overview_plot,latent_plot,roc_plot,code_configuration,experiment_name,experiment_type,slurm,path
fsb,2-rw-one-channels-trend-anomaly,tcNF-mlp,22,0,0.29,0.56,0.42,0.14,0.28,[0.2904014598540146],[0.5587361301194458],[0.42499643975831713],[0.1388888888888889],[0.2807017543859649],tcNF-mlp#2-rw-one-channels-trend-anomaly#0#8vh74kqmzb,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#2-rw-one-channels-trend-anomaly#0#8vh74kqmzb/*overview.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#2-rw-one-channels-trend-anomaly#0#8vh74kqmzb/*latent_space.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#2-rw-one-channels-trend-anomaly#0#8vh74kqmzb/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 11, 'input_embedding_type': 0, 'seed': 44, 'past': 22, 'hidden_multiplier': 1, 'st_net_layers': 2, 'st_dropout': 0.7, 'st_funnel_factor': 4, 'encoder_layers': 1, 'encoder_dropout': 0.3, 'encoder_compression_factor': 18, 'input_shape': [785, 4], 'hist_shape': [785, 22, 4]}",TFselfopt_selective_loop_v1_fsb_cc_re1-fsb,fixing_selective_loop_v1_fsb,23148153,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#2-rw-one-channels-trend-anomaly#0#8vh74kqmzb/
fsb,2-wave-no-synced-cut-all-channel,tcNF-base,15,1,"0.77, 0.89","0.84, 0.85","0.84, 0.86","0.55, 0.60","0.67, 0.70","[0.7667950363714163, 0.8861788617886178]","[0.8420863336206988, 0.8470743469096024]","[0.8425021278262257, 0.8598710512906074]","[0.5454545454545454, 0.6]","[0.6666666666666667, 0.6976744186046512]",tcNF-base#2-wave-no-synced-cut-all-channel#0#ts3aorlgnd,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-base#2-wave-no-synced-cut-all-channel#0#ts3aorlgnd/*overview.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-base#2-wave-no-synced-cut-all-channel#0#ts3aorlgnd/*latent_space.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-base#2-wave-no-synced-cut-all-channel#0#ts3aorlgnd/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 10, 'input_embedding_type': 0, 'seed': 39, 'past': 15, 'hidden_multiplier': 43, 'st_net_layers': 4, 'st_dropout': 0.1, 'st_funnel_factor': 9, 'input_shape': [785, 2], 'hist_shape': [785, 15, 2]}",TFselfopt_selective_loop_v1_fsb_cc_re1-fsb,fixing_selective_loop_v1_fsb,23145541,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-base#2-wave-no-synced-cut-all-channel#0#ts3aorlgnd/
fsb,10-rw-one-channels-anomaly,tcNF-base,156,0,0.56,0.68,0.61,0.05,0.42,[0.5578064516129033],[0.6788070925212456],[0.6082395896975226],[0.046753246753246755],[0.41791044776119407],tcNF-base#10-rw-one-channels-anomaly#0#23cyz618ou,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-base#10-rw-one-channels-anomaly#0#23cyz618ou/*overview.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-base#10-rw-one-channels-anomaly#0#23cyz618ou/*latent_space.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-base#10-rw-one-channels-anomaly#0#23cyz618ou/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 10, 'input_embedding_type': 0, 'seed': 77, 'past': 156, 'hidden_multiplier': 27, 'st_net_layers': 3, 'st_dropout': 0.8, 'st_funnel_factor': 9, 'input_shape': [785, 10], 'hist_shape': [785, 156, 10]}",TFselfopt_selective_loop_v1_fsb_cc_re1-fsb,fixing_selective_loop_v1_fsb,23145532,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-base#10-rw-one-channels-anomaly#0#23cyz618ou/
fsb,2-std_cut_increasing_continue-stdRatio_2-stdPast_50-no-anomaly,tcNF-cnn,139,0,0.99,0.72,0.71,0.00,0.00,[0.9932126696832579],[0.7199497583575228],[0.7131726404100236],[0.0],[0],tcNF-cnn#2-std_cut_increasing_continue-stdRatio_2-stdPast_50-no-anomaly#0#xu0dlfny2h,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#2-std_cut_increasing_continue-stdRatio_2-stdPast_50-no-anomaly#0#xu0dlfny2h/*overview.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#2-std_cut_increasing_continue-stdRatio_2-stdPast_50-no-anomaly#0#xu0dlfny2h/*latent_space.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#2-std_cut_increasing_continue-stdRatio_2-stdPast_50-no-anomaly#0#xu0dlfny2h/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 7, 'input_embedding_type': 0, 'seed': 87, 'past': 139, 'hidden_multiplier': 1, 'st_net_layers': 3, 'st_dropout': 0.8, 'st_funnel_factor': 9, 'encoder_layers': 3, 'encoder_size': 5, 'encoder_dropout': 0.3, 'encoder_channel_depth': 4, 'input_shape': [885, 2], 'hist_shape': [885, 139, 2]}",TFselfopt_selective_loop_v1_fsb_cc_re1-fsb,fixing_selective_loop_v1_fsb,23146269,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#2-std_cut_increasing_continue-stdRatio_2-stdPast_50-no-anomaly#0#xu0dlfny2h/
fsb,4-sine-all-channel-anomaly-no-anomaly,tcNF-base,22,0,0.97,0.99,0.98,0.43,0.11,[0.9659395973154362],[0.9862842672904144],[0.9847724708306856],[0.43333333333333335],[0.11410421027052026],tcNF-base#4-sine-all-channel-anomaly-no-anomaly#0#c4jgvdfs3a,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-base#4-sine-all-channel-anomaly-no-anomaly#0#c4jgvdfs3a/*overview.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-base#4-sine-all-channel-anomaly-no-anomaly#0#c4jgvdfs3a/*latent_space.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-base#4-sine-all-channel-anomaly-no-anomaly#0#c4jgvdfs3a/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 19, 'input_embedding_type': 0, 'seed': 38, 'past': 22, 'hidden_multiplier': 44, 'st_net_layers': 7, 'st_dropout': 0.1, 'st_funnel_factor': 6, 'input_shape': [785, 4], 'hist_shape': [785, 22, 4]}",TFselfopt_selective_loop_v1_fsb_cc_re1-fsb,fixing_selective_loop_v1_fsb,23145543,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-base#4-sine-all-channel-anomaly-no-anomaly#0#c4jgvdfs3a/
fsb,2-ecg-one-channel-anomaly-no-anomaly,tcNF-cnn,118,0,0.98,0.99,0.99,0.49,0.15,[0.978310786106033],[0.9899033176530669],[0.9864414018415245],[0.48677248677248675],[0.1548814079455752],tcNF-cnn#2-ecg-one-channel-anomaly-no-anomaly#0#keyl3xu57q,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#2-ecg-one-channel-anomaly-no-anomaly#0#keyl3xu57q/*overview.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#2-ecg-one-channel-anomaly-no-anomaly#0#keyl3xu57q/*latent_space.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#2-ecg-one-channel-anomaly-no-anomaly#0#keyl3xu57q/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 5, 'input_embedding_type': 0, 'seed': 37, 'past': 118, 'hidden_multiplier': 49, 'st_net_layers': 6, 'st_dropout': 0.3, 'st_funnel_factor': 4, 'encoder_layers': 1, 'encoder_size': 3, 'encoder_dropout': 0.3, 'encoder_channel_depth': 7, 'input_shape': [2785, 2], 'hist_shape': [2785, 118, 2]}",TFselfopt_selective_loop_v1_fsb_cc_re1-fsb,fixing_selective_loop_v1_fsb,23145554,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#2-ecg-one-channel-anomaly-no-anomaly#0#keyl3xu57q/
fsb,4-std_cut_wave-stdRatio_2-stdPast_30,tcNF-mlp,66,2,"0.72, 0.81, 0.75","0.82, 0.87, 0.74","0.76, 0.89, 0.75","0.01, 0.19, 0.05","0.00, 0.11, 0.04","[0.7166876178504086, 0.8057999860325442, 0.7539632655911727]","[0.8154281631629485, 0.8693548170479175, 0.7433433529223845]","[0.7640189768491233, 0.8856670641402368, 0.7518803012821759]","[0.0077003850192509625, 0.1935483870967742, 0.053475935828877004]","[0.004227142549912291, 0.11018363939899833, 0.03674990682072307]",tcNF-mlp#4-std_cut_wave-stdRatio_2-stdPast_30#0#ehirn605vp,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#4-std_cut_wave-stdRatio_2-stdPast_30#0#ehirn605vp/*overview.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#4-std_cut_wave-stdRatio_2-stdPast_30#0#ehirn605vp/*latent_space.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#4-std_cut_wave-stdRatio_2-stdPast_30#0#ehirn605vp/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 17, 'input_embedding_type': 0, 'seed': 30, 'past': 66, 'hidden_multiplier': 22, 'st_net_layers': 3, 'st_dropout': 0.2, 'st_funnel_factor': 5, 'encoder_layers': 1, 'encoder_dropout': 0.2, 'encoder_compression_factor': 20, 'input_shape': [4785, 4], 'hist_shape': [4785, 66, 4]}",TFselfopt_selective_loop_v1_fsb_cc_re1-fsb,fixing_selective_loop_v1_fsb,23148212,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#4-std_cut_wave-stdRatio_2-stdPast_30#0#ehirn605vp/
fsb,2-ecg-one-channel-anomaly,tcNF-mlp,183,2,"0.96, 0.98, 0.97","0.92, 0.93, 0.94","0.93, 0.95, 0.96","0.51, 0.40, 0.44","0.18, 0.06, 0.11","[0.9617038391224862, 0.9801389396709324, 0.969981718464351]","[0.9167766341232788, 0.93339386263507, 0.9424715953926137]","[0.9337548897308704, 0.9510690353635268, 0.9562315755633928]","[0.5084745762711864, 0.3983402489626556, 0.4433497536945813]","[0.17966903073286053, 0.05761641673243884, 0.11148648648648647]",tcNF-mlp#2-ecg-one-channel-anomaly#0#t1rn495xmb,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#2-ecg-one-channel-anomaly#0#t1rn495xmb/*overview.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#2-ecg-one-channel-anomaly#0#t1rn495xmb/*latent_space.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#2-ecg-one-channel-anomaly#0#t1rn495xmb/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 19, 'input_embedding_type': 0, 'seed': 47, 'past': 183, 'hidden_multiplier': 48, 'st_net_layers': 5, 'st_dropout': 0.1, 'st_funnel_factor': 6, 'encoder_layers': 1, 'encoder_dropout': 0.9, 'encoder_compression_factor': 1, 'input_shape': [2785, 2], 'hist_shape': [2785, 183, 2]}",TFselfopt_selective_loop_v1_fsb_cc_re1-fsb,fixing_selective_loop_v1_fsb,23147968,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#2-ecg-one-channel-anomaly#0#t1rn495xmb/
fsb,4-std_cut_wave-stdRatio_2-stdPast_70,tcNF-cnn,34,10,"0.87, 0.84, 0.81, 0.84, 0.79, 0.75, 0.83, 0.83, 0.80, 0.86, 0.93","0.89, 0.96, 0.81, 0.92, 0.86, 0.92, 0.91, 0.86, 0.88, 0.92, 0.97","0.92, 0.94, 0.88, 0.95, 0.85, 0.94, 0.95, 0.89, 0.89, 0.96, 0.96","0.04, 0.03, 0.06, 0.07, 0.25, 0.03, 0.07, 0.12, 0.13, 0.21, 0.02","0.01, 0.02, 0.02, 0.04, 0.19, 0.01, 0.02, 0.05, 0.05, 0.12, 0.00","[0.8672742509951812, 0.840788462881486, 0.8144248900062853, 0.8414693763530973, 0.7936133808226831, 0.7497206508834415, 0.8331063621761297, 0.8341364620434388, 0.7951672602835393, 0.8600460926042321, 0.9283120329631958]","[0.8867993635594299, 0.9566000661620709, 0.8141151837856692, 0.9241252447785812, 0.8607358715842732, 0.9177660965295735, 0.9065582662560729, 0.8586347773661368, 0.8780866547081163, 0.9247910621507638, 0.966340481587719]","[0.9244602678119557, 0.9389119273532133, 0.8757931108925395, 0.9451043929508287, 0.8535985960834107, 0.9415410229937587, 0.9526383590035029, 0.8878882199395594, 0.8886809466459835, 0.9585746566466992, 0.9601120473400773]","[0.04289544235924933, 0.03076923076923077, 0.06349206349206349, 0.06557377049180328, 0.25, 0.032520325203252036, 0.06779661016949153, 0.11965811965811966, 0.1320754716981132, 0.21052631578947367, 0.018851756640959727]","[0.00987205142198775, 0.017471291963083436, 0.01575286415711948, 0.042543527512992035, 0.1927887323943662, 0.00855251169288708, 0.024637040048142263, 0.049711185016628745, 0.04807806735689635, 0.11792936623125302, 0.0035706246503429003]",tcNF-cnn#4-std_cut_wave-stdRatio_2-stdPast_70#0#3y9fuq2sjb,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#4-std_cut_wave-stdRatio_2-stdPast_70#0#3y9fuq2sjb/*overview.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#4-std_cut_wave-stdRatio_2-stdPast_70#0#3y9fuq2sjb/*latent_space.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#4-std_cut_wave-stdRatio_2-stdPast_70#0#3y9fuq2sjb/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 13, 'input_embedding_type': 0, 'seed': 74, 'past': 34, 'hidden_multiplier': 34, 'st_net_layers': 2, 'st_dropout': 0.1, 'st_funnel_factor': 9, 'encoder_layers': 1, 'encoder_size': 7, 'encoder_dropout': 0.3, 'encoder_channel_depth': 3, 'input_shape': [4785, 4], 'hist_shape': [4785, 34, 4]}",TFselfopt_selective_loop_v1_fsb_cc_re1-fsb,fixing_selective_loop_v1_fsb,23146512,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#4-std_cut_wave-stdRatio_2-stdPast_70#0#3y9fuq2sjb/
fsb,2-std_cut_wave-stdRatio_2-stdPast_10,tcNF-mlp,139,2,"0.64, 0.79, 0.83","0.73, 0.93, 0.95","0.78, 0.93, 0.97","0.17, 0.01, 0.02","0.14, 0.00, 0.00","[0.6373369603124782, 0.789565459998605, 0.831275720164609]","[0.7266698052016962, 0.9306530671955162, 0.950734826321497]","[0.7846573819000743, 0.9334750861312748, 0.971799717781059]","[0.16666666666666666, 0.007731958762886598, 0.021660649819494584]","[0.13999999999999999, 0.001026942485318854, 0.0016535721224004804]",tcNF-mlp#2-std_cut_wave-stdRatio_2-stdPast_10#0#4lz71jrpui,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#2-std_cut_wave-stdRatio_2-stdPast_10#0#4lz71jrpui/*overview.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#2-std_cut_wave-stdRatio_2-stdPast_10#0#4lz71jrpui/*latent_space.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#2-std_cut_wave-stdRatio_2-stdPast_10#0#4lz71jrpui/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 17, 'input_embedding_type': 0, 'seed': 97, 'past': 139, 'hidden_multiplier': 49, 'st_net_layers': 6, 'st_dropout': 0.1, 'st_funnel_factor': 4, 'encoder_layers': 4, 'encoder_dropout': 0.1, 'encoder_compression_factor': 10, 'input_shape': [4785, 2], 'hist_shape': [4785, 139, 2]}",TFselfopt_selective_loop_v1_fsb_cc_re1-fsb,fixing_selective_loop_v1_fsb,23148168,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#2-std_cut_wave-stdRatio_2-stdPast_10#0#4lz71jrpui/
fsb,2-sine-one-channel-anomaly-noise-00%-no-anomaly,tcNF-cnn,64,0,0.99,0.93,0.94,0.98,0.74,[0.9891678832116788],[0.9289316995158539],[0.9418453515999117],[0.9847715736040609],[0.7405541561712847],tcNF-cnn#2-sine-one-channel-anomaly-noise-00%-no-anomaly#0#ptqyah9dir,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#2-sine-one-channel-anomaly-noise-00%-no-anomaly#0#ptqyah9dir/*overview.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#2-sine-one-channel-anomaly-noise-00%-no-anomaly#0#ptqyah9dir/*latent_space.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#2-sine-one-channel-anomaly-noise-00%-no-anomaly#0#ptqyah9dir/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 14, 'input_embedding_type': 0, 'seed': 95, 'past': 64, 'hidden_multiplier': 50, 'st_net_layers': 6, 'st_dropout': 0.1, 'st_funnel_factor': 5, 'encoder_layers': 2, 'encoder_size': 5, 'encoder_dropout': 0.3, 'encoder_channel_depth': 3, 'input_shape': [785, 2], 'hist_shape': [785, 64, 2]}",TFselfopt_selective_loop_v1_fsb_cc_re1-fsb,fixing_selective_loop_v1_fsb,23145661,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#2-sine-one-channel-anomaly-noise-00%-no-anomaly#0#ptqyah9dir/
fsb,6-rw-one-channels-anomaly-no-anomaly,tcNF-cnn,172,0,0.23,0.29,0.27,0.03,0.01,[0.2335483870967742],[0.28686347519531447],[0.26556994019933744],[0.029079159935379646],[0.01451867438190426],tcNF-cnn#6-rw-one-channels-anomaly-no-anomaly#0#d4hin60jsy,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#6-rw-one-channels-anomaly-no-anomaly#0#d4hin60jsy/*overview.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#6-rw-one-channels-anomaly-no-anomaly#0#d4hin60jsy/*latent_space.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#6-rw-one-channels-anomaly-no-anomaly#0#d4hin60jsy/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 15, 'input_embedding_type': 0, 'seed': 42, 'past': 172, 'hidden_multiplier': 2, 'st_net_layers': 8, 'st_dropout': 0.3, 'st_funnel_factor': 5, 'encoder_layers': 6, 'encoder_size': 3, 'encoder_dropout': 0.3, 'encoder_channel_depth': 4, 'input_shape': [785, 6], 'hist_shape': [785, 172, 6]}",TFselfopt_selective_loop_v1_fsb_cc_re1-fsb,fixing_selective_loop_v1_fsb,23146542,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#6-rw-one-channels-anomaly-no-anomaly#0#d4hin60jsy/
fsb,4-rw-all-channels-anomaly,tcNF-mlp,27,0,0.88,0.75,0.72,0.16,0.53,[0.8805161290322581],[0.7522431199338627],[0.7214617317917528],[0.1592920353982301],[0.5283018867924528],tcNF-mlp#4-rw-all-channels-anomaly#0#w0h6cu1npb,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#4-rw-all-channels-anomaly#0#w0h6cu1npb/*overview.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#4-rw-all-channels-anomaly#0#w0h6cu1npb/*latent_space.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#4-rw-all-channels-anomaly#0#w0h6cu1npb/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 3, 'input_embedding_type': 0, 'seed': 97, 'past': 27, 'hidden_multiplier': 31, 'st_net_layers': 7, 'st_dropout': 0.2, 'st_funnel_factor': 5, 'encoder_layers': 2, 'encoder_dropout': 0.3, 'encoder_compression_factor': 20, 'input_shape': [785, 4], 'hist_shape': [785, 27, 4]}",TFselfopt_selective_loop_v1_fsb_cc_re1-fsb,fixing_selective_loop_v1_fsb,23148191,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#4-rw-all-channels-anomaly#0#w0h6cu1npb/
fsb,2-sine-short-5-anomalies-one-channel-no-anomaly,tcNF-cnn,29,0,0.97,0.96,0.97,0.56,0.42,[0.9696598639455782],[0.9599264965773692],[0.9738665513910302],[0.5632183908045977],[0.41807781465802846],tcNF-cnn#2-sine-short-5-anomalies-one-channel-no-anomaly#0#lb3hx9tdir,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#2-sine-short-5-anomalies-one-channel-no-anomaly#0#lb3hx9tdir/*overview.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#2-sine-short-5-anomalies-one-channel-no-anomaly#0#lb3hx9tdir/*latent_space.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#2-sine-short-5-anomalies-one-channel-no-anomaly#0#lb3hx9tdir/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 3, 'input_embedding_type': 0, 'seed': 38, 'past': 29, 'hidden_multiplier': 36, 'st_net_layers': 6, 'st_dropout': 0.1, 'st_funnel_factor': 8, 'encoder_layers': 1, 'encoder_size': 4, 'encoder_dropout': 0.1, 'encoder_channel_depth': 9, 'input_shape': [785, 2], 'hist_shape': [785, 29, 2]}",TFselfopt_selective_loop_v1_fsb_cc_re1-fsb,fixing_selective_loop_v1_fsb,23146084,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#2-sine-short-5-anomalies-one-channel-no-anomaly#0#lb3hx9tdir/
fsb,4-rw-one-channels-variance-anomaly,tcNF-cnn,11,0,0.77,0.88,0.82,0.52,0.44,[0.7731968503937008],[0.8753267784611567],[0.820360421762017],[0.5155709342560554],[0.43962585544818317],tcNF-cnn#4-rw-one-channels-variance-anomaly#0#ovm4n27j9s,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#4-rw-one-channels-variance-anomaly#0#ovm4n27j9s/*overview.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#4-rw-one-channels-variance-anomaly#0#ovm4n27j9s/*latent_space.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#4-rw-one-channels-variance-anomaly#0#ovm4n27j9s/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 8, 'input_embedding_type': 0, 'seed': 100, 'past': 11, 'hidden_multiplier': 26, 'st_net_layers': 4, 'st_dropout': 0.6, 'st_funnel_factor': 3, 'encoder_layers': 1, 'encoder_size': 6, 'encoder_dropout': 0.2, 'encoder_channel_depth': 6, 'input_shape': [785, 4], 'hist_shape': [785, 11, 4]}",TFselfopt_selective_loop_v1_fsb_cc_re1-fsb,fixing_selective_loop_v1_fsb,23146483,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-cnn#4-rw-one-channels-variance-anomaly#0#ovm4n27j9s/
fsb,4-std_cut_wave-stdRatio_2-stdPast_10,tcNF-mlp,11,0,0.73,0.92,0.88,0.02,0.02,[0.7255220336615685],[0.9213813766831468],[0.8761241188888819],[0.017391304347826087],[0.017921795800144823],tcNF-mlp#4-std_cut_wave-stdRatio_2-stdPast_10#0#k7lcxjt14d,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#4-std_cut_wave-stdRatio_2-stdPast_10#0#k7lcxjt14d/*overview.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#4-std_cut_wave-stdRatio_2-stdPast_10#0#k7lcxjt14d/*latent_space.png,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#4-std_cut_wave-stdRatio_2-stdPast_10#0#k7lcxjt14d/*roc_curve.png,"{'coupling_stabilizer': 'tanh+bias', 'st_linear': True, 'batch_norm': 'none', 'input_embedding': 'none', 'coupling_layers': 12, 'input_embedding_type': 0, 'seed': 57, 'past': 11, 'hidden_multiplier': 25, 'st_net_layers': 4, 'st_dropout': 0.1, 'st_funnel_factor': 4, 'encoder_layers': 1, 'encoder_dropout': 0.8, 'encoder_compression_factor': 2, 'input_shape': [4785, 4], 'hist_shape': [4785, 11, 4]}",TFselfopt_selective_loop_v1_fsb_cc_re1-fsb,fixing_selective_loop_v1_fsb,23148212,../results/TFselfopt_selective_loop_v1_fsb_cc_re1-fsb/tcNF-mlp#4-std_cut_wave-stdRatio_2-stdPast_10#0#k7lcxjt14d/
